FECHA_EJECUCION,HORA_EJECUCION,ENTE_PUBLICO,TOTAL_REGISTROS,ESTATUS
2025-03-13,10:49:10,ERROR_GENERAL,ERROR,No disponible/La variable de entorno 'salida_s1' no está definida
